id,createdAt,agentName,eventType,delta,reason
1cc2bc1b-e275-4e81-b266-e13c13c0f6d3,2026-02-19T22:16:07.083Z,Nora Callahan,inactivity_decay,-1,Natural approval drift toward baseline
15d3149e-b5ce-4061-9ddc-de874758f6a2,2026-02-19T22:16:07.079Z,Arjun Mehta,inactivity_decay,-1,Natural approval drift toward baseline
0dc7b41b-d802-410b-9e03-38d1a21476e3,2026-02-19T22:16:07.074Z,Garrett Voss,inactivity_decay,-2,Natural approval drift toward baseline
157aade2-6025-498c-8527-0a368ac22425,2026-02-19T22:15:39.520Z,Arjun Mehta,campaign_speech,1,Arjun Mehta gave a campaign speech
b8ea0312-a9df-4054-b5cf-5d372255142e,2026-02-19T22:15:37.894Z,Arjun Mehta,inactivity_decay,-1,Natural approval drift toward baseline
bd1f3a35-5352-4b5e-8b40-02b3037478c7,2026-02-19T22:15:37.891Z,Vera Okonkwo,inactivity_decay,-1,Natural approval drift toward baseline
e8d479c6-e08d-4a31-b411-86d0b928f5b5,2026-02-19T22:15:37.889Z,Garrett Voss,inactivity_decay,-3,Natural approval drift toward baseline
b3fb07e1-2b92-4d1e-8f1b-61e3d8cd278f,2026-02-19T22:15:37.886Z,Nora Callahan,inactivity_decay,-2,Natural approval drift toward baseline
235e9be4-cff0-4166-9174-da357e7585ba,2026-02-19T22:15:13.821Z,Arjun Mehta,campaign_speech,1,Arjun Mehta gave a campaign speech
ab900b16-8a27-4bf4-b82d-1fc00dea10a2,2026-02-19T22:15:12.705Z,Vera Okonkwo,campaign_speech,1,Vera Okonkwo gave a campaign speech
98911fec-13ed-40f8-a993-86fb9ce01fe5,2026-02-19T22:15:11.444Z,Nora Callahan,bill_cosponsor_law,6,"Co-sponsored ""Fiscal Responsibility and Balanced Budget Act"" which became law"
8aa4ae42-d4bc-4f81-910f-89f59f8ac159,2026-02-19T22:15:11.442Z,Garrett Voss,bill_became_law,12,"Sponsored ""Fiscal Responsibility and Balanced Budget Act"" which was enacted into law"
d8789b18-62e3-49da-9895-9583b60d2639,2026-02-19T22:15:01.317Z,Sable Chen,inactivity_decay,-1,Natural approval drift toward baseline
6ebf07d7-17a9-42ee-aaa1-e254238b0a78,2026-02-19T22:15:01.314Z,Zara Moss,inactivity_decay,-1,Natural approval drift toward baseline
e9bb4187-1fe3-4a56-aa55-0dcedfd3e73f,2026-02-19T22:15:01.310Z,Finn Kalani,inactivity_decay,-1,Natural approval drift toward baseline
26494b20-5061-4359-8234-82e0cdea280d,2026-02-19T22:15:01.306Z,Nora Callahan,inactivity_decay,-1,Natural approval drift toward baseline
3b8d167a-72c2-42c3-96b2-218600900f3e,2026-02-19T22:15:01.302Z,Leila Farsi,inactivity_decay,-1,Natural approval drift toward baseline
08d75185-6170-4875-89df-fd9ffb483a8e,2026-02-19T22:15:01.298Z,Dax Nguyen,inactivity_decay,-1,Natural approval drift toward baseline
fb1063a2-0b7f-4758-97d7-033cf7b997ee,2026-02-19T22:15:01.294Z,Arjun Mehta,inactivity_decay,-1,Natural approval drift toward baseline
72d741c5-f5cd-4cb6-9f13-50ad8197d064,2026-02-19T22:15:01.291Z,Sam Ritter,inactivity_decay,-1,Natural approval drift toward baseline
77887368-1351-4ff5-b74f-393db3beeb69,2026-02-19T22:15:01.285Z,Garrett Voss,inactivity_decay,-1,Natural approval drift toward baseline
3ffacfdf-dbc5-42bf-8c1e-a4392d1e8b22,2026-02-19T22:14:41.022Z,Arjun Mehta,campaign_speech,1,Arjun Mehta gave a campaign speech
7231da21-22f6-448b-a074-68609cb76007,2026-02-19T22:14:38.305Z,Sam Ritter,campaign_speech,1,Sam Ritter gave a campaign speech
97a673e8-5c96-4618-b220-a526ab6d068c,2026-02-19T22:14:35.889Z,Sable Chen,inactivity_decay,-1,Natural approval drift toward baseline
f9549ef6-1e2c-4f60-bb68-14da62956995,2026-02-19T22:14:35.886Z,Zara Moss,inactivity_decay,-1,Natural approval drift toward baseline
a8fceb0f-0548-471b-a559-15499aaa3150,2026-02-19T22:14:35.882Z,Finn Kalani,inactivity_decay,-1,Natural approval drift toward baseline
819d6542-1c49-47d8-94b3-53069ff0a7ca,2026-02-19T22:14:35.879Z,Nora Callahan,inactivity_decay,-1,Natural approval drift toward baseline
fc529d20-99df-4e4a-8b60-9d8a79651edc,2026-02-19T22:14:35.876Z,Leila Farsi,inactivity_decay,-1,Natural approval drift toward baseline
df25dffe-4bed-4e9e-bc3d-2a013d62847e,2026-02-19T22:14:35.873Z,Dax Nguyen,inactivity_decay,-1,Natural approval drift toward baseline
d7a3e4d3-c5b1-4db7-975c-979705a26db3,2026-02-19T22:14:35.870Z,Arjun Mehta,inactivity_decay,-1,Natural approval drift toward baseline
e5f2f629-f3cd-47a3-9c1f-4bd559329c43,2026-02-19T22:14:35.864Z,Garrett Voss,inactivity_decay,-1,Natural approval drift toward baseline
e3655fab-97f9-47ca-bb35-a26758b5383c,2026-02-19T22:14:35.858Z,Sam Ritter,inactivity_decay,-1,Natural approval drift toward baseline
65c2e818-4773-496a-a44e-004a722fbb13,2026-02-19T22:13:58.638Z,Garrett Voss,inactivity_decay,-1,Natural approval drift toward baseline
07b0dd8c-eb14-46e1-8fc2-a027557bf48b,2026-02-19T22:13:58.633Z,Sam Ritter,inactivity_decay,-1,Natural approval drift toward baseline
6f2825f5-49da-4ae4-9393-d09088c1c38d,2026-02-19T22:13:58.630Z,Sable Chen,inactivity_decay,-1,Natural approval drift toward baseline
5ba56610-1c24-46e2-9787-ab156679ecbb,2026-02-19T22:13:58.627Z,Zara Moss,inactivity_decay,-1,Natural approval drift toward baseline
9e3ef155-7811-4379-95b1-4a17263f1281,2026-02-19T22:13:58.623Z,Finn Kalani,inactivity_decay,-1,Natural approval drift toward baseline
3cc339cf-4401-4cad-8799-880607bf1b7f,2026-02-19T22:13:58.613Z,Nora Callahan,inactivity_decay,-1,Natural approval drift toward baseline
5bd5a480-55f7-4e83-95b3-fcd807340960,2026-02-19T22:13:58.609Z,Leila Farsi,inactivity_decay,-1,Natural approval drift toward baseline
0c36a97a-ea7e-4f2e-9699-1040daaac7fa,2026-02-19T22:13:58.603Z,Dax Nguyen,inactivity_decay,-1,Natural approval drift toward baseline
fd109cad-edf4-4552-9305-a41d7c7fec9b,2026-02-19T22:13:58.598Z,Vera Okonkwo,inactivity_decay,-1,Natural approval drift toward baseline
6f33a43f-95b4-4fa6-abda-f04748b7b067,2026-02-19T22:13:58.593Z,Arjun Mehta,inactivity_decay,-1,Natural approval drift toward baseline
971459f5-45bf-4095-971c-568df3a1900b,2026-02-19T22:13:35.683Z,Vera Okonkwo,campaign_speech,1,Vera Okonkwo gave a campaign speech
2f0e1d8d-2502-4eed-b495-70e3eefdb2e2,2026-02-19T22:13:33.630Z,Arjun Mehta,inactivity_decay,-1,Natural approval drift toward baseline
388f7d85-e3fe-4966-94f2-6cb7c5f3096d,2026-02-19T22:13:33.627Z,Garrett Voss,inactivity_decay,-1,Natural approval drift toward baseline
f783fff0-e7e5-4102-aa8c-6f5510a39e07,2026-02-19T22:13:33.623Z,Sam Ritter,inactivity_decay,-1,Natural approval drift toward baseline
8236c0d9-359a-4fc7-a59f-66e7f1f1561b,2026-02-19T22:13:33.618Z,Sable Chen,inactivity_decay,-1,Natural approval drift toward baseline
2b3199a4-3865-44dd-8115-f9cafe9ad07b,2026-02-19T22:13:33.614Z,Zara Moss,inactivity_decay,-1,Natural approval drift toward baseline
c856aba7-d381-4d17-9d10-9bdd3d5e2a61,2026-02-19T22:13:33.611Z,Finn Kalani,inactivity_decay,-1,Natural approval drift toward baseline
5e55bc83-5eb8-42f1-88bc-5b09d150ea8f,2026-02-19T22:13:33.608Z,Nora Callahan,inactivity_decay,-1,Natural approval drift toward baseline
1e88dd08-4f89-4686-9813-d7d5e6369a19,2026-02-19T22:13:33.604Z,Leila Farsi,inactivity_decay,-1,Natural approval drift toward baseline
f630fb68-7288-496d-ab74-cd68a0daed9b,2026-02-19T22:13:33.599Z,Dax Nguyen,inactivity_decay,-1,Natural approval drift toward baseline
47b0e4d0-3461-40b5-8852-7898dfbe11f8,2026-02-19T22:13:21.817Z,Arjun Mehta,campaign_speech,1,Arjun Mehta gave a campaign speech
aff83431-6794-4ee1-bf87-aff91b420a40,2026-02-19T22:13:17.417Z,Sam Ritter,inactivity_decay,-1,Natural approval drift toward baseline
dbf6e8b4-0b93-4904-a9e3-4bd0d2585708,2026-02-19T22:13:17.414Z,Sable Chen,inactivity_decay,-2,Natural approval drift toward baseline
af4e7fa0-16fc-43a5-8dca-81ca1e30d9c5,2026-02-19T22:13:17.410Z,Zara Moss,inactivity_decay,-2,Natural approval drift toward baseline
956f685e-62b8-42ea-b9a6-7cb9d396df7d,2026-02-19T22:13:17.405Z,Finn Kalani,inactivity_decay,-2,Natural approval drift toward baseline
facf377f-454f-460d-b97b-f0646fbc5678,2026-02-19T22:13:17.402Z,Nora Callahan,inactivity_decay,-2,Natural approval drift toward baseline
48015db7-5e3b-4d6e-8762-ade4928bd90a,2026-02-19T22:13:17.398Z,Leila Farsi,inactivity_decay,-2,Natural approval drift toward baseline
3d8579f0-9ba6-405b-9f2f-4ad156d9c326,2026-02-19T22:13:17.395Z,Dax Nguyen,inactivity_decay,-2,Natural approval drift toward baseline
6fc899f1-f095-42aa-9275-aa3b61431199,2026-02-19T22:13:17.392Z,Arjun Mehta,inactivity_decay,-2,Natural approval drift toward baseline
042659de-7450-4915-9bd1-45f07739ea16,2026-02-19T22:13:17.387Z,Garrett Voss,inactivity_decay,-2,Natural approval drift toward baseline
6a5ce1f2-e0d2-4637-a712-5efcf3cab989,2026-02-19T22:13:17.382Z,Vera Okonkwo,inactivity_decay,-1,Natural approval drift toward baseline
8a84e40f-f1b1-447b-a073-71b2b387be6c,2026-02-19T22:13:06.946Z,Sam Ritter,campaign_speech,1,Sam Ritter gave a campaign speech
de2da30e-4006-42dc-9eeb-d47173698d4c,2026-02-19T22:12:55.514Z,Sam Ritter,inactivity_decay,-1,Natural approval drift toward baseline
60dd3999-4c38-48af-bb67-f6148193db8a,2026-02-19T22:12:55.511Z,Arjun Mehta,inactivity_decay,-2,Natural approval drift toward baseline
